project_id,project_name,sector,ministry,implementing_agency,start_date,planned_end_date,update_date,original_cost,revised_cost,expenditure_to_date,physical_progress_pct,milestones_planned,milestones_completed,delay_cause,status
P0553,Urban Development Infrastructure Project 553,Urban Development,Ministry of Housing and Urban Affairs,Agency Delta,2025-01-01,2027-09-01,2026-01-01,1503.99,1518.21,671.81,44.25,21,10,None,On Track
P0553,Urban Development Infrastructure Project 553,Urban Development,Ministry of Housing and Urban Affairs,Agency Delta,2025-01-01,2027-09-01,2026-02-01,1503.99,1519.31,606.84,42.54,21,8,None,On Track
P0553,Urban Development Infrastructure Project 553,Urban Development,Ministry of Housing and Urban Affairs,Agency Delta,2025-01-01,2027-09-01,2026-03-01,1503.99,1520.4,795.55,49.32,21,8,None,On Track
P0553,Urban Development Infrastructure Project 553,Urban Development,Ministry of Housing and Urban Affairs,Agency Delta,2025-01-01,2027-09-01,2026-04-01,1503.99,1521.5,824.81,54.63,21,12,None,On Track
P0553,Urban Development Infrastructure Project 553,Urban Development,Ministry of Housing and Urban Affairs,Agency Delta,2025-01-01,2027-09-01,2026-05-01,1503.99,1522.59,866.73,57.31,21,11,None,On Track
P0553,Urban Development Infrastructure Project 553,Urban Development,Ministry of Housing and Urban Affairs,Agency Delta,2025-01-01,2027-09-01,2026-06-01,1503.99,1523.68,900.34,60.28,21,12,None,On Track
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2024-05-01,3779.55,3790.1,496.6,3.0,29,1,Land acquisition,Watch
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2024-06-01,3779.55,3800.65,332.99,3.0,29,1,Funding issue,Delayed
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2024-07-01,3779.55,3811.19,332.12,3.0,29,0,Weather,Delayed
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2024-08-01,3779.55,3821.74,823.04,12.35,29,3,Administrative approval,Delayed
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2024-09-01,3779.55,3832.29,1149.65,15.94,29,5,Material shortage,Watch
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2024-10-01,3779.55,3842.83,1268.52,20.55,29,5,None,On Track
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2024-11-01,3779.55,3853.38,1200.25,21.02,29,6,Material shortage,Watch
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2024-12-01,3779.55,3863.93,1257.22,25.73,29,6,Weather,Watch
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2025-01-01,3779.55,3874.48,1472.84,30.89,29,7,Funding issue,Watch
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2025-02-01,3779.55,3885.02,1910.4,34.8,29,9,Land acquisition,Watch
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2025-03-01,3779.55,3895.57,2123.5,40.63,29,11,None,On Track
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2025-04-01,3779.55,3906.12,2287.31,46.24,29,13,Material shortage,Watch
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2025-05-01,3779.55,3916.67,2553.05,50.3,29,14,None,On Track
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2025-06-01,3779.55,3927.21,2657.05,58.57,29,16,Material shortage,Watch
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2025-07-01,3779.55,3937.76,2667.31,62.19,29,17,None,On Track
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2025-08-01,3779.55,3948.31,2893.68,68.16,29,21,Funding issue,Watch
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2025-09-01,3779.55,3958.85,3134.75,70.94,29,21,Material shortage,Watch
P0554,Transport Infrastructure Project 554,Transport,Ministry of Road Transport,Agency Alpha,2024-05-01,2026-04-01,2025-10-01,3779.55,3969.4,3112.36,69.89,29,18,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2025-03-01,1279.08,1284.28,38.53,4.48,29,0,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2025-04-01,1279.08,1289.49,261.46,15.41,29,4,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2025-05-01,1279.08,1294.7,250.9,17.37,29,4,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2025-06-01,1279.08,1299.91,144.98,12.2,29,3,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2025-07-01,1279.08,1305.11,229.89,17.95,29,4,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2025-08-01,1279.08,1310.32,188.75,18.47,29,5,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2025-09-01,1279.08,1315.53,307.09,22.71,29,6,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2025-10-01,1279.08,1320.74,380.53,29.84,29,7,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2025-11-01,1279.08,1325.94,465.73,37.23,29,12,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2025-12-01,1279.08,1331.15,375.39,31.24,29,7,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2026-01-01,1279.08,1336.36,543.72,38.73,29,9,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2026-02-01,1279.08,1341.57,544.19,41.8,29,10,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2026-03-01,1279.08,1346.77,638.2,44.63,29,14,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2026-04-01,1279.08,1351.98,624.94,43.16,29,13,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2026-05-01,1279.08,1357.19,612.26,50.27,29,14,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2026-06-01,1279.08,1362.4,687.5,49.52,29,13,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2026-07-01,1279.08,1367.6,767.74,55.29,29,18,None,On Track
P0555,Transport Infrastructure Project 555,Transport,Ministry of Road Transport,Agency Epsilon,2025-03-01,2027-10-01,2026-08-01,1279.08,1372.81,898.03,65.44,29,19,None,On Track
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2024-10-01,2323.48,2358.26,640.21,3.0,20,0,Land acquisition,Watch
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2024-11-01,2323.48,2393.04,468.83,3.0,20,0,Land acquisition,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2024-12-01,2323.48,2427.81,687.07,9.51,20,2,Funding issue,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2025-01-01,2323.48,2462.59,958.77,14.28,20,2,Weather,Watch
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2025-02-01,2323.48,2497.37,704.55,7.12,20,2,Funding issue,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2025-03-01,2323.48,2532.14,1095.16,18.07,20,2,Land acquisition,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2025-04-01,2323.48,2566.92,1286.84,30.92,20,8,Land acquisition,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2025-05-01,2323.48,2601.7,1525.32,36.35,20,8,Funding issue,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2025-06-01,2323.48,2636.48,1360.32,24.53,20,5,Administrative approval,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2025-07-01,2323.48,2671.25,1625.68,44.97,20,9,Weather,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2025-08-01,2323.48,2706.03,1779.48,45.99,20,7,Material shortage,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2025-09-01,2323.48,2740.81,2210.89,51.94,20,11,Administrative approval,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2025-10-01,2323.48,2775.58,2394.84,59.69,20,13,Funding issue,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2025-11-01,2323.48,2810.36,1764.61,51.88,20,12,Material shortage,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2025-12-01,2323.48,2845.14,2186.94,61.48,20,12,Administrative approval,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2026-01-01,2323.48,2879.91,2822.32,70.34,20,15,Administrative approval,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2026-02-01,2323.48,2914.69,2623.05,78.12,20,15,Land acquisition,Delayed
P0556,Power Infrastructure Project 556,Power,Ministry of Power,Agency Alpha,2024-10-01,2026-05-01,2026-03-01,2323.48,2949.47,2470.43,70.66,20,13,Land acquisition,Delayed
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2024-11-01,2349.35,2369.35,588.17,3.0,14,0,Material shortage,Delayed
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2024-12-01,2349.35,2389.34,677.78,3.0,14,0,Land acquisition,Delayed
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2025-01-01,2349.35,2409.34,754.55,3.0,14,0,Funding issue,Delayed
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2025-02-01,2349.35,2429.33,708.13,3.0,14,0,Land acquisition,Watch
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2025-03-01,2349.35,2449.32,626.1,3.0,14,0,Material shortage,Delayed
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2025-04-01,2349.35,2469.32,669.44,3.0,14,0,Administrative approval,Delayed
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2025-05-01,2349.35,2489.31,761.14,3.0,14,0,Weather,Watch
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2025-06-01,2349.35,2509.31,705.04,3.0,14,0,Land acquisition,Delayed
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2025-07-01,2349.35,2529.3,675.27,9.37,14,1,Weather,Delayed
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2025-08-01,2349.35,2549.3,542.3,7.45,14,2,Administrative approval,Delayed
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2025-09-01,2349.35,2569.29,1048.38,19.51,14,2,Material shortage,Watch
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2025-10-01,2349.35,2589.29,540.57,10.87,14,1,Weather,Delayed
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2025-11-01,2349.35,2609.28,1358.36,24.21,14,3,Funding issue,Delayed
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2025-12-01,2349.35,2629.27,1231.52,30.86,14,4,Land acquisition,Delayed
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2026-01-01,2349.35,2649.27,1177.49,19.61,14,1,Funding issue,Delayed
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2026-02-01,2349.35,2669.26,1194.25,31.1,14,2,Land acquisition,Watch
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2026-03-01,2349.35,2689.26,1792.13,37.74,14,4,Funding issue,Delayed
P0557,Railways Infrastructure Project 557,Railways,Ministry of Railways,Agency Alpha,2024-11-01,2027-10-01,2026-04-01,2349.35,2709.25,1503.48,39.9,14,3,Administrative approval,Delayed
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2024-11-01,4928.84,4966.26,449.38,3.0,29,0,None,On Track
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2024-12-01,4928.84,5003.67,514.9,5.07,29,0,Funding issue,Watch
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2025-01-01,4928.84,5041.08,582.81,5.16,29,1,Land acquisition,Watch
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2025-02-01,4928.84,5078.49,685.12,7.68,29,3,Administrative approval,Delayed
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2025-03-01,4928.84,5115.9,1329.92,11.41,29,2,Administrative approval,Watch
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2025-04-01,4928.84,5153.31,1205.29,14.29,29,2,Material shortage,Watch
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2025-05-01,4928.84,5190.73,1596.36,19.77,29,5,None,On Track
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2025-06-01,4928.84,5228.14,1515.3,15.15,29,3,None,On Track
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2025-07-01,4928.84,5265.55,1427.41,17.93,29,5,None,On Track
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2025-08-01,4928.84,5302.96,2233.91,27.98,29,9,Funding issue,Delayed
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2025-09-01,4928.84,5340.37,2095.85,29.14,29,7,Material shortage,Delayed
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2025-10-01,4928.84,5377.78,2023.74,27.7,29,8,Material shortage,Watch
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2025-11-01,4928.84,5415.2,2419.5,37.22,29,11,Material shortage,Watch
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2025-12-01,4928.84,5452.61,2873.57,41.16,29,9,Land acquisition,Watch
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2026-01-01,4928.84,5490.02,2397.9,36.28,29,10,Land acquisition,Watch
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2026-02-01,4928.84,5527.43,2432.38,37.22,29,12,Land acquisition,Watch
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2026-03-01,4928.84,5564.84,3034.7,43.42,29,13,None,On Track
P0558,Transport Infrastructure Project 558,Transport,Ministry of Road Transport,Agency Delta,2024-11-01,2027-08-01,2026-04-01,4928.84,5602.25,3464.65,51.75,29,15,None,On Track
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2024-07-01,2306.42,2333.82,337.72,3.0,17,0,Land acquisition,Delayed
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2024-08-01,2306.42,2361.21,529.47,3.0,17,2,Administrative approval,Watch
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2024-09-01,2306.42,2388.61,374.58,4.48,17,2,Weather,Delayed
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2024-10-01,2306.42,2416.01,630.9,9.02,17,1,Weather,Watch
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2024-11-01,2306.42,2443.41,467.54,3.0,17,0,Funding issue,Delayed
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2024-12-01,2306.42,2470.8,1054.13,22.92,17,3,Material shortage,Delayed
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2025-01-01,2306.42,2498.2,981.3,10.56,17,0,Funding issue,Delayed
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2025-02-01,2306.42,2525.6,1319.68,28.48,17,3,Land acquisition,Watch
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2025-03-01,2306.42,2553.0,944.29,21.05,17,2,Material shortage,Delayed
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2025-04-01,2306.42,2580.39,1450.24,41.86,17,6,Material shortage,Watch
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2025-05-01,2306.42,2607.79,1670.91,47.3,17,6,Land acquisition,Delayed
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2025-06-01,2306.42,2635.19,1803.23,50.12,17,8,Weather,Watch
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2025-07-01,2306.42,2662.59,1631.27,43.85,17,8,Land acquisition,Delayed
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2025-08-01,2306.42,2689.98,1964.1,50.66,17,9,Funding issue,Watch
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2025-09-01,2306.42,2717.38,1956.29,56.9,17,9,Weather,Watch
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2025-10-01,2306.42,2744.78,2667.42,70.65,17,12,Land acquisition,Delayed
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2025-11-01,2306.42,2772.17,2553.27,68.08,17,12,Land acquisition,Watch
P0559,Transport Infrastructure Project 559,Transport,Ministry of Road Transport,Agency Epsilon,2024-07-01,2026-04-01,2025-12-01,2306.42,2799.57,2597.79,75.22,17,13,Weather,Delayed
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2024-07-01,2847.55,2867.29,239.54,3.0,13,1,Funding issue,Watch
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2024-08-01,2847.55,2887.03,450.76,3.0,13,0,Land acquisition,Watch
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2024-09-01,2847.55,2906.76,450.71,3.62,13,1,Administrative approval,Watch
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2024-10-01,2847.55,2926.5,719.29,10.95,13,1,Funding issue,Watch
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2024-11-01,2847.55,2946.24,349.51,3.0,13,0,None,On Track
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2024-12-01,2847.55,2965.97,628.43,9.92,13,1,None,On Track
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2025-01-01,2847.55,2985.71,763.56,15.51,13,1,Administrative approval,Watch
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2025-02-01,2847.55,3005.45,913.36,20.89,13,2,None,On Track
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2025-03-01,2847.55,3025.19,843.7,22.18,13,3,Land acquisition,Watch
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2025-04-01,2847.55,3044.92,908.79,22.79,13,1,None,On Track
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2025-05-01,2847.55,3064.66,1034.18,28.45,13,2,Material shortage,Watch
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2025-06-01,2847.55,3084.4,1181.36,24.98,13,4,None,On Track
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2025-07-01,2847.55,3104.13,1184.5,26.66,13,2,None,On Track
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2025-08-01,2847.55,3123.87,1432.42,35.1,13,5,Funding issue,Watch
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2025-09-01,2847.55,3143.61,1446.62,34.36,13,4,Land acquisition,Watch
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2025-10-01,2847.55,3163.35,1288.07,33.93,13,2,None,On Track
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2025-11-01,2847.55,3183.08,1741.24,40.6,13,7,Weather,Watch
P0560,Transport Infrastructure Project 560,Transport,Ministry of Road Transport,Agency Delta,2024-07-01,2027-06-01,2025-12-01,2847.55,3202.82,1660.18,43.25,13,6,Land acquisition,Delayed
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2024-05-01,2198.26,2264.1,554.93,3.0,28,1,Land acquisition,Delayed
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2024-06-01,2198.26,2329.95,426.76,3.0,28,1,Material shortage,Delayed
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2024-07-01,2198.26,2395.79,718.8,5.32,28,0,Material shortage,Delayed
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2024-08-01,2198.26,2461.64,590.69,3.0,28,1,Material shortage,Delayed
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2024-09-01,2198.26,2527.49,581.35,11.88,28,3,Weather,Delayed
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2024-10-01,2198.26,2593.33,875.49,15.0,28,5,Weather,Watch
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2024-11-01,2198.26,2659.18,345.97,3.0,28,0,Material shortage,Delayed
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2024-12-01,2198.26,2725.02,514.98,6.38,28,2,Weather,Delayed
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2025-01-01,2198.26,2790.87,719.51,15.44,28,5,Weather,Delayed
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2025-02-01,2198.26,2856.71,1087.76,12.58,28,3,Funding issue,Delayed
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2025-03-01,2198.26,2922.56,1609.52,31.17,28,10,Land acquisition,Delayed
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2025-04-01,2198.26,2988.41,1545.73,25.01,28,7,Land acquisition,Delayed
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2025-05-01,2198.26,3054.25,1392.81,26.67,28,6,Administrative approval,Delayed
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2025-06-01,2198.26,3120.1,2052.16,45.83,28,14,Administrative approval,Watch
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2025-07-01,2198.26,3185.94,2122.83,40.15,28,10,Funding issue,Delayed
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2025-08-01,2198.26,3251.79,1967.22,46.54,28,13,Material shortage,Watch
P0561,Railways Infrastructure Project 561,Railways,Ministry of Railways,Agency Delta,2024-05-01,2026-08-01,2025-09-01,2198.26,3317.63,2189.26,48.6,28,14,Administrative approval,Delayed
